,telegram_id,username,is_banned,excluded_from_airdrop
25674,527305571,,1,0
25676,527307527,,1,0
25678,527311538,mycryptox,1,0
25679,527312568,edward2hodges,1,0
25681,527315998,elianazu,1,0
25682,527316516,,1,0
25683,527318625,ftq6abay,1,0
25685,527321353,xunlapin,1,0
25691,527328051,dungnguyen191,1,0
25692,527333511,weilulu3,1,0
25695,527340520,,1,0
25696,527344259,hoangngoclam,1,0
25697,527344622,,1,0
25698,527345360,taoqiaori3,1,0
25700,527349170,qtsnogumwj,1,0
25708,527362582,maoliangxia16,1,0
25709,527364335,qvbmvrdofi,1,0
25711,527370948,qumqwixjva,1,0
25712,527373085,xiancaijiao,1,0
25716,527379723,ann7rohrbaugh,1,0
25719,527394748,phungquoctru,1,0
25720,527395686,dangkangmie34,1,0
25724,527398420,Oluwasimoni,1,0
25725,527402402,LesleyBennett,1,0
25726,527404562,qiannaojiao8,1,0
25730,527414174,,1,0
25731,527419441,qusshdezae,1,0
25732,527420846,hetouji,1,0
25734,527423847,AlexiaMarcus,1,0
25735,527425077,ahxkzf286,1,0
25736,527427685,ekvilibr,1,0
25737,527430165,ruishidi8,1,0
25738,527431789,zhuheyan84,1,0
25742,527439745,,1,0
25743,527440288,stella2rodriguez,1,0
25746,527452776,,1,0
25748,527456631,khuongwng,1,0
25749,527460491,,1,0
25750,527464737,,1,0
25751,527465843,leandrosv1,1,0
25756,527471165,xuancashang72,1,0
25758,527477407,antonia8strawser,1,0
25759,527477938,,1,0
25761,527479850,,1,0
25762,527480535,,1,0
25763,527481016,merlin8branch,1,0
25764,527482606,,1,0
25766,527484122,queluanga,1,0
25767,527485293,,1,0
25770,527489340,qumqwimmlm,1,0
25773,527495185,shanjiejiao,1,0
25775,527495573,,1,0
25776,527495735,GeraldineDierser,1,0
25781,527507560,SteeII,1,0
25782,527507936,,1,0
25783,527512492,Zlataellis,1,0
25785,527513135,MaryRichard,1,0
25787,527514263,vpz379ao,1,0
25788,527516444,,1,0
25791,527523659,qvdvjjewww,1,0
25793,527532026,,1,0
25795,527533812,crixus72,1,0
25798,527538427,,1,0
25799,527539944,qtsnkjoltv,1,0
25800,527540674,,1,0
25801,527540834,,1,0
25803,527549592,marcus6cooks,1,0
25804,527556097,quzzfdwuzy,1,0
25807,527561585,,1,0
25808,527562750,vietak27,1,0
25809,527565565,,1,0
25813,527569938,qupteljlqs,1,0
25814,527571852,,1,0
25816,527573846,,1,0
25818,527581582,quozvjgvne,1,0
25821,527587963,BradleyCurme,1,0
25824,527592616,danzhuoji,1,0
25825,527594878,BlitheGold,1,0
25829,527600436,,1,0
25830,527607014,p01fbzyzdrvsph,1,0
25831,527608201,,1,0
25832,527609807,anhduc2323,1,0
25833,527611106,tonhongnhung,1,0
25835,527617953,kfdm3an6,1,0
25836,527618964,shuidengke35,1,0
25842,527638016,qtsnnajzas,1,0
25844,527642398,xiaopingyao0,1,0
25850,527655152,,1,0
25852,527661079,pangzhici6,1,0
25853,527661393,bart3dominguez,1,0
25854,527664364,qvcuigjxef,1,0
25855,527668049,,1,0
25856,527668515,quoursdrjl,1,0
25861,527683446,,1,0
25862,527684311,shihaocong,1,0
25863,527686851,lloyd6wannamaker,1,0
25865,527687596,ElmerJean,1,0
25868,527694776,yaojishan,1,0
25870,527699819,,1,0
25873,527705783,Rachid12360,1,0
25875,527709602,,1,0
25878,527713913,,1,0
25879,527716658,quachquynhha,1,0
25880,527716763,,1,0
25881,527723103,,1,0
25884,527724972,lechenteng09,1,0
25887,527734996,heiboke,1,0
25892,527744630,vuthanhtrung112,1,0
25893,527746367,fupaxie83,1,0
25894,527748863,,1,0
25895,527749730,,1,0
25897,527761143,,1,0
25898,527772226,,1,0
25901,527782223,qumqutrrkk,1,0
25902,527785212,,1,0
25903,527796009,,1,0
25904,527799804,islafilipina,1,0
25907,527807146,qtsnmzdout,1,0
25909,527812521,mrcepe1,1,0
25910,527812994,,1,0
25911,527815492,,1,0
25913,527824740,viet84,1,0
25914,527825143,,1,0
25915,527825757,,1,0
25918,527830997,,1,0
25920,527834058,zhehefei,1,0
25922,527837064,james9horton,1,0
25923,527837993,anglangnei,1,0
25925,527840878,,1,0
25926,527849234,tramdinhduong,1,0
25928,527855515,yuhanglian85,1,0
25932,527865343,tangluanyuan02,1,0
25933,527867475,DoloresWallace,1,0
25934,527869236,BishnuUpadhaya,1,0
25935,527869781,Cry_ptos,1,0
25937,527871943,fabrinis,1,0
25939,527881356,Larvalj,1,0
25942,527886697,,1,0
25943,527887234,,1,0
25945,527888694,qumowgdxpi,1,0
25946,527890339,larry2may,1,0
25948,527894357,,1,0
25949,527895188,,1,0
25950,527899156,,1,0
25952,527902774,,1,0
25953,527904747,qiaocangcheng,1,0
25954,527905428,,1,0
25956,527913423,Ariefpriogus,1,0
25957,527915636,,1,0
25958,527915830,bolaiyuan,1,0
25963,527923093,,1,0
25964,527935311,mary6sipos,1,0
25965,527937253,quzzhgtyie,1,0
25969,527942417,,1,0
25970,527944183,quonypqbnz,1,0
25971,527944837,luoguran61,1,0
25973,527950182,ElmaBridges50,1,0
25974,527951656,,1,0
25980,527957610,quzzhfytik,1,0
25981,527962547,angelaei,1,0
25982,527967382,xiangouzi9,1,0
25987,527974209,,1,0
25989,527974657,Cryptobuck,1,0
25990,527975203,tuiliaoke,1,0
25993,527977917,Sergey19781,1,0
25997,527989748,choisungchun1,1,0
26000,527994386,zhifantuo,1,0
26001,527994997,yuanliangye,1,0
26005,527999739,ReganBlack,1,0
26006,527999998,lori8orwig,1,0
26007,528000539,ALEXISWYATT,1,0
26008,528012776,d8stulkksfr8m,1,0
26009,528013018,Jakaria219,1,0
26010,528024075,shouyongcheng,1,0
26012,528028772,viet0120,1,0
26013,528029506,,1,0
26019,528048502,,1,0
26023,528058733,,1,0
26024,528061130,,1,0
26025,528061974,quzzhgzcdh,1,0
26026,528062706,tcon794,1,0
26029,528064272,heiqinpu,1,0
26030,528069142,,1,0
26033,528071840,guadalupe8hartage,1,0
26034,528073601,,1,0
26035,528074108,SabrinaMacaulay,1,0
26036,528087275,,1,0
26038,528095100,,1,0
26040,528095899,,1,0
26041,528098238,,1,0
26042,528099153,,1,0
26043,528100377,hanchenlao5,1,0
26044,528102173,,1,0
26048,528110745,,1,0
26049,528111882,StanleyHarry,1,0
26050,528114267,,1,0
26052,528118690,,1,0
26054,528124645,wuhean9,1,0
26055,528133520,,1,0
26056,528139074,,1,0
26057,528140997,linyafu90,1,0
26063,528159176,seadragon2000,1,0
26066,528170890,nguyenbaotoan,1,0
26067,528175041,,1,0
26069,528178761,,1,0
26073,528196435,kerry6dominick,1,0
26075,528208162,yanchixie4,1,0
26076,528208892,chunghongdiep,1,0
26077,528210252,,1,0
26081,528228565,quqvykcauz,1,0
26084,528236040,,1,0
26085,528239431,quqvyofndc,1,0
26088,528242484,,1,0
26090,528243533,herbert4laney,1,0
26091,528244545,,1,0
26092,528249746,,1,0
26094,528253837,danhpham1,1,0
26096,528257007,priscilla4chester,1,0
26099,528264981,zhaiguanang6,1,0
26100,528265561,,1,0
26103,528267240,zhoujiqi09,1,0
26108,528283132,miriam1filippini,1,0
26109,528287765,shaigarao,1,0
26110,528289580,,1,0
26111,528292052,weilianjie72,1,0
26112,528297263,,1,0
26115,528301482,Ruuuminka,1,0
26116,528303117,,1,0
26117,528305894,ngophuonganh,1,0
26119,528310282,,1,0
26125,528323447,aoqinluo1,1,0
26126,528326062,ValerieMichael,1,0
26128,528341037,songoulian,1,0
26129,528341177,ivan3galan,1,0
26130,528342748,AntonyWalter,1,0
26132,528346681,douxunfu,1,0
26133,528347464,wengken,1,0
26135,528348872,,1,0
26136,528349414,guanpangbu9,1,0
26141,528359134,BitcoinPredator,1,0
26142,528360616,,1,0
26146,528363981,qwavwwdzob,1,0
26147,528364550,,1,0
26149,528374097,rihsj,1,0
26150,528375162,,1,0
26151,528379552,,1,0
26153,528381176,,1,0
26154,528386029,,1,0
26155,528388973,,1,0
26159,528394675,,1,0
26160,528399406,phatle1,1,0
26161,528402937,qvbmwneavt,1,0
26162,528403841,,1,0
26165,528408348,FredericaYale,1,0
26168,528412293,,1,0
26170,528414658,sikongche,1,0
26173,528429314,,1,0
26177,528440689,yh8054,1,0
26178,528448330,,1,0
26179,528451498,qvbmydasaz,1,0
26180,528451858,quzzgypcun,1,0
26182,528456439,,1,0
26187,528464594,meineluan4,1,0
26188,528465210,,1,0
26190,528467449,,1,0
26191,528468979,,1,0
26198,528482018,,1,0
26199,528482926,,1,0
26200,528484104,ezju30h3,1,0
26201,528484174,ygfgh,1,0
26203,528486443,huannang,1,0
26204,528486694,vikasvista1411,1,0
26206,528488006,oscar8connell,1,0
26207,528488350,,1,0
26210,528493326,,1,0
26211,528493938,,1,0
26212,528494447,jingdujia,1,0
26213,528495757,,1,0
26214,528497095,quqvyvqrag,1,0
26215,528499727,,1,0
26217,528501479,,1,0
26218,528502264,steven2bethea,1,0
26220,528504147,,1,0
26222,528506744,,1,0
26223,528509227,shuozhizhai,1,0
26224,528509554,zusihuan2,1,0
26225,528509767,,1,0
26228,528515344,,1,0
26230,528517529,,1,0
26231,528517648,,1,0
26233,528525625,,1,0
26234,528526393,,1,0
26235,528526523,qvbtudepze,1,0
26238,528535482,,1,0
26239,528536689,riPWRFOcSpKx9,1,0
26240,528536691,MurrayBellamy,1,0
26242,528547311,,1,0
26245,528558311,ahmadvu1,1,0
26247,528559659,shanglugan5,1,0
26248,528563780,zitantong,1,0
26249,528567694,qumqvfczam,1,0
26251,528574795,sifangbian01,1,0
26252,528575387,siyaqiang6,1,0
26253,528575591,,1,0
26255,528580123,sas006yong,1,0
26257,528581662,,1,0
26258,528582301,DorisGunther,1,0
26259,528589926,,1,0
26260,528592303,,1,0
26261,528592920,,1,0
26262,528595146,,1,0
26264,528598700,,1,0
26265,528601476,,1,0
26272,528610868,shutuiou03,1,0
26275,528617280,nueying,1,0
26277,528623723,,1,0
26278,528625855,qiangyanhuang,1,0
26280,528628308,,1,0
26283,528634418,,1,0
26286,528638187,viettinbank,1,0
26289,528641515,kuimuyou09,1,0
26290,528642260,,1,0
26293,528643445,Purumelan,1,0
26295,528645813,Oliverbolin,1,0
26297,528650529,qusshlkkhd,1,0
26298,528651585,WinfredWood,1,0
26303,528664609,Wangnaff,1,0
26304,528665593,Yudicrypto,1,0
26312,528681931,qiushanhao62,1,0
26314,528683415,laodixiong,1,0
26319,528692964,yanquejiang3,1,0
26320,528693983,RudolfBeck,1,0
26321,528695595,,1,0
26322,528698580,,1,0
26324,528706262,qvdtcdpzmr,1,0
26328,528723077,Fantazmagoria,1,0
26330,528728153,maurice7lira,1,0
26332,528730482,vanthuymien,1,0
26333,528732192,mjuix3,1,0
26334,528732548,,1,0
26335,528733841,WRVeNmbyxupX9,1,0
26343,528749634,SebastianePound,1,0
26345,528752683,heather9hilton,1,0
26349,528756171,qwaxrokgtu,1,0
26351,528756417,liaoxianxing35,1,0
26354,528764479,,1,0
26357,528767502,votrucquynhd,1,0
26359,528769594,Tohehu,1,0
26364,528781269,,1,0
26367,528785547,yuchengshe0,1,0
26368,528788043,shirley2horton,1,0
26370,528789917,Olegl1981,1,0
26372,528795242,LishaDavies,1,0
26374,528805414,langpancai,1,0
26375,528805948,,1,0
26383,528822258,BudsayaNilobol,1,0
26390,528828672,,1,0
26392,528836820,,1,0
26394,528838019,,1,0
26395,528847337,jiashaogan,1,0
26398,528851363,,1,0
26399,528851664,,1,0
26400,528854380,FayMoll,1,0
26401,528854620,qtrokzqond,1,0
26404,528857237,,1,0
26405,528860167,laura9esquer,1,0
26406,528861472,qvbuudyxqr,1,0
26408,528866977,alvaromax,1,0
26410,528874064,Bbrainy479,1,0
26412,528880800,,1,0
26413,528883892,EdenEdward,1,0
26415,528885526,wolilang,1,0
26417,528890110,AnastasiaJefferson,1,0
26418,528891184,,1,0
26419,528892708,fulieshi47,1,0
26421,528896588,pansigui,1,0
26424,528898602,,1,0
26425,528899278,qsufdjlire,1,0
26427,528913818,,1,0
26431,528922327,xichuozhi2,1,0
26432,528932316,,1,0
26434,528935459,yongshun7523,1,0
26438,528938591,,1,0
26439,528939563,qvbmwlfmio,1,0
26440,528939872,qsufdhbhbd,1,0
26442,528941907,qiaobodu,1,0
26446,528946309,qvcuisaqmb,1,0
26449,528960277,angela1fuller,1,0
26450,528969679,huihaiou,1,0
26453,528974384,yongjiaoju,1,0
26455,528989552,,1,0
26457,529003786,leroy1good,1,0
26461,529008612,sonylow,1,0
26462,529010926,duongminhtue,1,0
26464,529012810,,1,0
26465,529013246,,1,0
26466,529016308,,1,0
26468,529019080,,1,0
26469,529020990,jiaohanhuang16,1,0
26472,529027559,,1,0
26473,529030153,hongpangdi1,1,0
26477,529038894,jiapuyou,1,0
26478,529040670,,1,0
26481,529058340,,1,0
26485,529065017,qtrwruzkut,1,0
26486,529065895,youyonghe,1,0
26490,529076032,nancy4white,1,0
26492,529080420,,1,0
26493,529080715,,1,0
26494,529085791,ConstanceSharp,1,0
26495,529094088,,1,0
26497,529095484,qtsnpqqymf,1,0
26498,529095972,DylanMalan,1,0
26499,529097253,juezhuolian,1,0
26500,529099185,,1,0
26501,529103531,,1,0
26505,529107010,,1,0
26506,529115283,qtsnnanpmo,1,0
26508,529123128,,1,0
26509,529123131,quzzfeshwj,1,0
26512,529123416,yesubei,1,0
26514,529129282,quzzgidatz,1,0
26517,529142934,izzulhaqak,1,0
26520,529146328,,1,0
26521,529146429,,1,0
26522,529150352,,1,0
26523,529150505,,1,0
26528,529159931,weijise3,1,0
26532,529170964,,1,0
26533,529172411,,1,0
26534,529175110,matcaibong,1,0
26536,529185371,,1,0
26537,529188179,,1,0
26539,529189267,quzzgqbfdg,1,0
26543,529196527,,1,0
26544,529196697,chemulu,1,0
26545,529197526,,1,0
26547,529201273,qvdhwhgudd,1,0
26550,529203906,,1,0
26551,529205798,HeorhiVanzar,1,0
26558,529218275,,1,0
26560,529220923,,1,0
26563,529226379,quleaewhgy,1,0
26564,529227894,,1,0
26566,529236241,MariaGarden,1,0
26570,529242714,xieyoudao,1,0
26571,529244468,shengcizhuang07,1,0
26575,529261547,meishafu,1,0
26576,529263940,duluxing2,1,0
26578,529266591,qtrpzxsjof,1,0
26579,529270466,,1,0
26582,529274462,,1,0
26584,529281761,,1,0
26585,529284973,,1,0
26586,529285901,Heruvim78,1,0
26587,529287595,,1,0
26590,529291450,quozvwbvyk,1,0
26596,529306062,LynnJohnny43,1,0
26597,529310760,quepaizhi86,1,0
26598,529311721,,1,0
26603,529321358,shiyantong,1,0
26604,529323464,BViolina,1,0
26605,529325694,,1,0
26608,529329611,nguyenlenhia,1,0
26611,529339867,,1,0
26614,529344587,amy3rice,1,0
26617,529351570,,1,0
26620,529360740,ngonguyetque,1,0
26623,529362476,,1,0
26624,529364410,,1,0
26625,529367761,zhifuwei,1,0
26627,529369696,fenfupu,1,0
26628,529372869,cheryl1luna,1,0
26633,529383348,LucienOliver,1,0
26638,529399723,,1,0
26642,529406117,MarcinW67156941,1,0
26648,529421440,f4xhnolk,1,0
26650,529425065,,1,0
26651,529425354,,1,0
26652,529426504,,1,0
26656,529433650,,1,0
26657,529435582,,1,0
26659,529436291,lancimao,1,0
26661,529439409,violet6holbert,1,0
26662,529441103,,1,0
26664,529442356,JoannaReade,1,0
26665,529446888,bennie7franciscus,1,0
26666,529447306,agonari,1,0
26667,529448207,,1,0
26674,529462290,michael4fiala,1,0
26677,529471241,,1,0
26678,529472021,,1,0
26679,529477947,,1,0
26680,529478148,qumqwahben,1,0
26681,529478287,,1,0
26683,529485247,Lokoyizone,1,0
26688,529499940,hazel3winterbottom,1,0
26689,529502628,,1,0
26692,529507171,,1,0
26695,529512977,congfangya09,1,0
26696,529516627,,1,0
26699,529523876,xichenmei,1,0
26700,529524402,akx3xrh0gamwaa,1,0
26701,529524505,zaidenghe,1,0
26704,529529619,liangayue,1,0
26705,529533818,,1,0
26706,529537958,xiamand,1,0
26707,529538965,,1,0
26709,529540854,,1,0
26710,529541779,chaochuinai,1,0
26715,529547375,xuezhongqu0,1,0
26716,529548568,,1,0
26717,529549109,qwaxrzmejp,1,0
26719,529554269,,1,0
26720,529558511,El_Rey_Midas_MX,1,0
26724,529569262,qumovszvam,1,0
26725,529570828,vietlong971,1,0
26730,529585372,,1,0
26731,529587870,,1,0
26733,529595439,,1,0
26735,529599321,Boulyan,1,0
26736,529602339,khobau,1,0
26738,529610523,nagantun,1,0
26742,529619690,,1,0
26746,529629288,touxiabei3,1,0
26747,529633784,,1,0
26748,529634402,wunaotuo,1,0
26750,529637107,,1,0
26752,529638546,wn4rswss,1,0
26755,529644951,a19850123,1,0
26756,529648600,Shenshenui,1,0
26757,529655536,,1,0
26758,529656176,,1,0
26760,529661047,vidura12,1,0
26761,529663241,Ja_cob1,1,0
26763,529671784,,1,0
26765,529675172,billychang,1,0
26766,529677751,sdf667,1,0
26771,529691062,quqvyiecbc,1,0
26772,529692634,Thibaut_Allexdr,1,0
26776,529703246,Gajmu,1,0
26778,529706328,zhuiyunliang,1,0
26781,529714853,,1,0
26785,529721587,,1,0
26786,529724418,,1,0
26788,529732195,BertramDuncan,1,0
26791,529748527,Nikki1991,1,0
26792,529749238,,1,0
26795,529751835,qsufatoqvx,1,0
26797,529752093,qvbstkjzke,1,0
26801,529764008,,1,0
26804,529775467,MarshallWordsworth,1,0
26812,529789356,,1,0
26814,529804496,,1,0
26815,529804571,TabithaFinn,1,0
26820,529811753,,1,0
26823,529818505,,1,0
26827,529827024,,1,0
26829,529830295,,1,0
26830,529832496,dangbijiu,1,0
26831,529836944,abdullahbd986,1,0
26832,529838478,,1,0
26833,529841552,nguyenthi,1,0
26836,529846556,IdaMackintosh,1,0
26838,529851537,debbie3williams,1,0
26839,529854461,qvcnmkypcv,1,0
26840,529854501,jeffery4corey,1,0
26841,529855814,,1,0
26842,529856181,,1,0
26844,529860339,luismv21,1,0
26848,529867185,NguyenToan13,1,0
26849,529869054,wenbiang,1,0
26851,529871953,brian7moyers,1,0
26852,529875915,PaulGunter,1,0
26855,529883429,quanbigan0,1,0
26857,529886949,qsufdhhimf,1,0
26861,529905464,,1,0
26867,529923696,,1,0
26869,529929327,,1,0
26870,529930831,tieuduythanh,1,0
26873,529936037,weipinghuai14,1,0
26874,529943383,,1,0
26875,529943409,,1,0
26876,529946198,hongyuanpo7,1,0
26880,529954023,,1,0
26881,529954613,,1,0
26883,529957670,,1,0
26886,529962292,liaonaixiong,1,0
26890,529972157,,1,0
26891,529973512,a_boyfromnyerere,1,0
26893,529975343,carey2mcleod,1,0
26894,529976309,,1,0
26895,529976383,,1,0
26899,529980605,niuwoyu5,1,0
26901,529983838,fxt11dang43476,1,0
26903,529985832,qumovraixi,1,0
26906,529997469,,1,0
26913,530008650,zen0606,1,0
26914,530008816,quangminhanh,1,0
26915,530011059,FlorencePenn,1,0
26916,530011768,natalie9torres,1,0
26917,530013522,suntanmo62,1,0
26918,530015337,Serejzka,1,0
26920,530016373,,1,0
26922,530017654,qtsnpqzczw,1,0
26925,530019709,,1,0
26926,530022031,rslsvk,1,0
26928,530028727,jizhangtui,1,0
26930,530031844,,1,0
26931,530036927,hengyingsha4,1,0
26933,530043044,piaodunbu,1,0
26934,530043188,,1,0
26935,530043763,rongjiuao1,1,0
26938,530056055,BlokhinaKaterina,1,0
26945,530061384,,1,0
26946,530062114,cjtz9ez9,1,0
26947,530062591,,1,0
26948,530064797,hothang,1,0
26949,530065805,,1,0
26953,530084304,,1,0
26954,530085649,zayajiao,1,0
26955,530087872,chunyayi,1,0
26956,530088171,houluwo91,1,0
26959,530093777,kanjiren,1,0
26960,530097355,jiayayi,1,0
26966,530108399,qupterawzd,1,0
26967,530113700,qumqvndwfq,1,0
26968,530113985,salvatore9meredith,1,0
26970,530116653,,1,0
26973,530119195,GeneNancy03,1,0
26974,530119317,Plattynum,1,0
26975,530119911,qvdbdovivx,1,0
26980,530127858,xianguzhan,1,0
26982,530130371,juweiba,1,0
26984,530134761,,1,0
26986,530139046,qupaukdfrf,1,0
26990,530147711,richard5bowen,1,0
26991,530147888,feiyeyou7,1,0
26992,530148718,SMOKKDoGG,1,0
26993,530151262,VirgilDavid,1,0
26999,530160196,nguyenminhtienl,1,0
27001,530163194,,1,0
27002,530163851,qsufdowkrw,1,0
27004,530167205,jokesomkiat,1,0
27005,530167264,valunkreet,1,0
27006,530167723,YvetteRuskin,1,0
27007,530168996,,1,0
27008,530170678,,1,0
27013,530178574,,1,0
27014,530179553,ongbao429,1,0
27016,530179800,,1,0
27017,530180138,,1,0
27018,530184741,rohan95,1,0
27019,530185960,garlandhorst,1,0
27021,530189035,trinhngocquang,1,0
27024,530199192,bdsluan,1,0
27025,530200798,,1,0
27026,530205716,quzzfetvfq,1,0
27027,530206895,,1,0
27028,530209354,qiangkedou19,1,0
27034,530224117,luanouyuan07,1,0
27038,530232073,,1,0
27040,530236025,RenHero3,1,0
27043,530240359,caprrall,1,0
27044,530248376,MarinaHuggins,1,0
27046,530254963,jiemaoba,1,0
27047,530257778,quqbmuqsna,1,0
27049,530258576,,1,0
27053,530262262,,1,0
27057,530274396,,1,0
27059,530279295,,1,0
27061,530281771,huleiwu87,1,0
27064,530284702,,1,0
27066,530287359,qvcujpgpsm,1,0
27068,530301362,,1,0
27069,530301917,alfred2willingham,1,0
27070,530302468,,1,0
27071,530306146,,1,0
27074,530309140,,1,0
27077,530313436,,1,0
27078,530314738,Grerizky,1,0
27079,530317633,,1,0
27081,530318157,beiheituo,1,0
27087,530328053,shuangshasha43,1,0
27089,530333024,PeterSpender,1,0
27092,530340565,PaulCrypton455,1,0
27095,530346208,qupedwdpkt,1,0
27102,530359489,aj2017637,1,0
27104,530361852,,1,0
27106,530363674,david3andres,1,0
27107,530363906,brandon5patterson,1,0
27108,530365482,Greygas,1,0
27110,530367321,,1,0
27111,530367437,shangjiaoke,1,0
27118,530383705,quozvvuwxj,1,0
27122,530394797,chuangtanguan,1,0
27123,530396832,CryptoGirl71,1,0
27125,530411764,,1,0
27130,530421451,jinquepang95,1,0
27133,530423560,shangjingbeng18,1,0
27134,530427370,lamhoabinh,1,0
27135,530430527,xingganrao4,1,0
27137,530435111,hankemu68,1,0
27138,530437082,MalcolmMilne,1,0
27139,530438414,,1,0
27140,530440521,,1,0
27141,530440828,kenadams5,1,0
27146,530453427,,1,0
27148,530454217,WordsworthLocke,1,0
27150,530457923,lengtuojie1,1,0
27152,530464653,,1,0
27157,530475294,zhixingqian,1,0
27158,530477739,ekramhossain1616,1,0
27161,530484797,gongluyan2,1,0
27166,530503343,xianaowen,1,0
27167,530505335,,1,0
27168,530505650,kiko99,1,0
27170,530508128,,1,0
27171,530511129,mupuyue,1,0
27172,530511960,nailianpu,1,0
27175,530519407,FaitheMill,1,0
27177,530521779,bearsan,1,0
27179,530524250,,1,0
27183,530533651,toushanlang,1,0
27184,530534096,latx1myt,1,0
27186,530535169,MartinNelly,1,0
27189,530539625,PakhomovLeonid,1,0
27190,530539873,,1,0
27193,530547111,,1,0
27194,530553090,,1,0
27195,530554229,,1,0
27196,530554314,,1,0
27197,530561493,qunizmqnuv,1,0
27198,530569624,huaizhanpo8,1,0
27199,530575568,qgo8jqcw,1,0
27201,530583168,Namuto,1,0
27203,530586030,,1,0
27205,530590215,rifkyap,1,0
27206,530591856,,1,0
27208,530594081,,1,0
27210,530595494,,1,0
27212,530596001,quigbicngc,1,0
27213,530597650,nguyenphilongk,1,0
27214,530598838,tomosatto,1,0
27215,530600842,guiwoshi,1,0
27217,530607032,,1,0
27218,530607522,daocanjiu,1,0
27220,530613702,,1,0
27221,530617401,yangtushang36,1,0
27223,530618947,,1,0
27224,530620021,vuungocha,1,0
27226,530626684,huynhnguyenthao,1,0
27227,530626704,jiaoyonggong,1,0
27228,530626926,linchezhao4,1,0
27232,530636484,,1,0
27233,530637169,,1,0
27239,530649512,yanyuangou,1,0
27240,530649536,sylvia4bennett,1,0
27241,530654298,,1,0
27242,530654496,carla6smith,1,0
27247,530663762,,1,0
27248,530665475,,1,0
27252,530677243,,1,0
27253,530677406,,1,0
27257,530683328,qumqwgjbzv,1,0
27260,530686083,vuthanhhao,1,0
27265,530700469,xianyongkan,1,0
27266,530701259,hanhuunghia,1,0
27267,530703908,,1,0
27268,530704862,boybibo2009,1,0
27269,530705384,,1,0
27270,530705970,marie6kozma,1,0
27277,530711290,,1,0
27281,530724701,,1,0
27282,530725229,qtslabhgjv,1,0
27284,530732056,qssiwejvtf,1,0
27286,530736070,ChloeHugh,1,0
27287,530737532,pangseji1,1,0
27290,530740272,,1,0
27291,530740516,ztepjnhk,1,0
27292,530742045,qsufawjxsd,1,0
27293,530742315,,1,0
27294,530747713,jamie7hayslett,1,0
27295,530748137,,1,0
27296,530750671,jieshangxiong,1,0
27297,530752557,dangphuongtrinh,1,0
27298,530757629,,1,0
27299,530758568,liezhifen,1,0
27304,530771257,bachnguyethong,1,0
27305,530771607,heqiaochun,1,0
27306,530773660,qwavwbmage,1,0
27308,530777883,,1,0
27310,530784132,sutrisnope,1,0
27312,530787230,quoztxkiaw,1,0
27314,530799754,qumduaxfdt,1,0
27315,530800252,hangpodui2,1,0
27316,530801469,duongquochien,1,0
27317,530801897,takuteoheo1,1,0
27318,530803185,leilanlang48,1,0
27320,530812070,olga8mcbride,1,0
27321,530815507,,1,0
27322,530817933,amitds290179,1,0
27323,530822073,,1,0
27324,530822163,gregory3russo,1,0
27325,530822828,papafytakis,1,0
27326,530823188,wozhifan,1,0
27328,530827892,ibmxmon,1,0
27329,530829840,buderkamari,1,0
27330,530831265,kenchaomeng,1,0
27334,530835296,shangfeizhi4,1,0
27335,530838277,,1,0
27339,530846340,,1,0
27340,530847132,gongqianjie,1,0
27343,530855301,FitchFinn,1,0
27344,530858265,zikred67,1,0
27346,530860505,qideng,1,0
27347,530860759,jay4seals,1,0
27349,530863376,qvdtbclzpx,1,0
27350,530864583,huaigajiao16,1,0
27351,530864667,Ridorid,1,0
27353,530865533,CoraPeggy,1,0
27355,530866468,AlexanderCoiner,1,0
27356,530868625,ewrt345,1,0
27362,530872310,BoydConnor,1,0
27364,530875841,quqvyinees,1,0
27366,530880426,qwazogqhiy,1,0
27367,530880877,favour2623,1,0
27368,530881995,,1,0
27369,530882865,dfdfgd,1,0
27370,530884485,,1,0
27371,530889444,tayb6608,1,0
27372,530892453,huynhminhduc8,1,0
27374,530897364,linganlang,1,0
27376,530901201,,1,0
27377,530903641,shouliaoxia,1,0
27378,530904245,,1,0
27379,530905113,coolboy00741,1,0
27380,530905859,zhaihanyu0,1,0
27384,530920410,joseph9balch,1,0
27385,530920714,qsufdmispz,1,0
27387,530923218,rossilathif,1,0
27389,530928228,,1,0
27390,530929491,qtrjhvskof,1,0
27391,530930095,qumqupitkn,1,0
27392,530932172,bea2gagne,1,0
27393,530935428,,1,0
27395,530937578,RitaBaldwin,1,0
27399,530945496,illuvision,1,0
27400,530952395,lingluwei20,1,0
27401,530953289,qtrwrwdcev,1,0
27402,530956002,oce52w11,1,0
27403,530956055,,1,0
27404,530956104,jake4louque,1,0
27405,530959377,jiuyimen,1,0
27410,530970480,liangoushan,1,0
27411,530972409,qumqwicuoo,1,0
27412,530975914,huynhthanhnha,1,0
27416,530982097,,1,0
27419,530983398,Hk046621,1,0
27420,530983702,sibeitong22,1,0
27421,530988122,Ahmetkocak,1,0
27425,530997435,,1,0
27428,530998668,,1,0
27431,531002906,usdhfiusdhfisdufh,1,0
27432,531008134,,1,0
27433,531009918,,1,0
27434,531012393,tancanmeng,1,0
27438,531023126,paduntang,1,0
27439,531026153,nt_trung,1,0
27441,531028834,quzzgawkyq,1,0
27442,531030724,ranggawijaya,1,0
27443,531034230,guanzongtuo,1,0
